"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"DRN36",12.857645184136201,"Low Fat",0.087854925,"Soft Drinks",95.9752,"OUT019",1985,"Small","Tier 1","Grocery Store",95.8752
"DRN37",9.6,"Low Fat",0,"Soft Drinks",166.5158,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3509.4318
"DRN37",9.6,"Low Fat",0.096217262,"Soft Drinks",168.5158,"OUT013",1987,"High","Tier 3","Supermarket Type1",3342.316
"DRN37",9.6,"LF",0.096689673,"Soft Drinks",168.0158,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1336.9264
"DRN37",9.6,"Low Fat",0.096842096,"Soft Drinks",166.1158,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",501.3474
"DRN47",12.1,"Low Fat",0,"Hard Drinks",179.866,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3595.32
"DRN47",12.857645184136201,"Low Fat",0.016745264,"Hard Drinks",180.766,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3056.022
"DRN47",12.1,"Low Fat",0.016812745,"Hard Drinks",180.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",4134.618
"DRN47",12.1,"Low Fat",0.016826748,"Hard Drinks",179.166,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3056.022
"DRN47",12.1,"Low Fat",0.016921927,"Hard Drinks",178.366,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4314.384
"DRN47",12.1,"Low Fat",0.028164527,"Hard Drinks",178.166,"OUT010",1998,"Medium","Tier 3","Grocery Store",539.298
"DRN59",12.857645184136201,"Low Fat",0.063831013,"Hard Drinks",46.206,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1304.968
"DRN59",15,"Low Fat",0.064241345,"Hard Drinks",45.206,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",792.302
"DRN59",15,"Low Fat",0.064504433,"Hard Drinks",47.306,"OUT017",2007,"Small","Tier 2","Supermarket Type1",652.484
"DRO35",13.85,"Low Fat",0.034570357,"Hard Drinks",117.4492,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3243.7776
"DRO35",13.85,"Low Fat",0.034640466,"Hard Drinks",116.1492,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1274.3412
"DRO35",13.85,"LF",0.034765901,"Hard Drinks",114.2492,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1853.5872
"DRO47",10.195,"Low Fat",0.112203445,"Hard Drinks",111.786,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1697.79
"DRO47",10.195,"Low Fat",0.112399145,"Hard Drinks",111.686,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2263.72
"DRO47",10.195,"Low Fat",0.112681821,"Hard Drinks",113.986,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",452.744
"DRO47",10.195,"Low Fat",0.112859454,"Hard Drinks",114.486,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2490.092
"DRO47",10.195,"Low Fat",0.187841082,"Hard Drinks",112.486,"OUT010",1998,"Medium","Tier 3","Grocery Store",113.186
"DRO59",11.8,"Low Fat",0.054264078,"Hard Drinks",75.0012,"OUT045",2002,"Small","Tier 2","Supermarket Type1",834.9132
"DRO59",12.857645184136201,"Low Fat",0.094817105,"Hard Drinks",77.9012,"OUT019",1985,"Small","Tier 1","Grocery Store",75.9012
"DRP35",12.857645184136201,"Low Fat",0.090427268,"Hard Drinks",126.2336,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3195.84
"DRP35",18.85,"Low Fat",0.090850115,"Hard Drinks",126.6336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1150.5024
"DRP35",18.85,"Low Fat",0.091008572,"Hard Drinks",129.6336,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3195.84
"DRP47",15.75,"Low Fat",0.140603316,"Hard Drinks",252.8382,"OUT046",1997,"Small","Tier 1","Supermarket Type1",6308.455
"DRP47",15.75,"Low Fat",0.140821917,"Hard Drinks",252.9382,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2775.7202
"DRQ35",9.3,"Low Fat",0.042256257,"Hard Drinks",124.4388,"OUT013",1987,"High","Tier 3","Supermarket Type1",1609.9044
"DRQ35",9.3,"Low Fat",0.042283454,"Hard Drinks",125.4388,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3715.164
"DRQ35",9.3,"Low Fat",0.042357203,"Hard Drinks",123.2388,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1857.582
"DRQ35",9.3,"low fat",0.042377219,"Hard Drinks",123.7388,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1609.9044
"DRQ35",9.3,"Low Fat",0.042463728,"Hard Drinks",121.9388,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1114.5492
"DRY23",12.857645184136201,"Regular",0.108568067,"Soft Drinks",42.9112,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",809.6128
"DRY23",9.395,"Regular",0.109075742,"Soft Drinks",42.9112,"OUT035",2004,"Small","Tier 2","Supermarket Type1",426.112
"DRY23",9.395,"Regular",0.109096371,"Soft Drinks",44.6112,"OUT046",1997,"Small","Tier 1","Supermarket Type1",511.3344
"DRY23",9.395,"Regular",0.109713464,"Soft Drinks",41.3112,"OUT017",2007,"Small","Tier 2","Supermarket Type1",255.6672
"DRY23",12.857645184136201,"Regular",0.191013663,"Soft Drinks",42.1112,"OUT019",1985,"Small","Tier 1","Grocery Store",42.6112
"DRZ11",12.857645184136201,"Regular",0.112119359,"Soft Drinks",123.0388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1981.4208
"DRZ11",8.85,"Regular",0.112893431,"Soft Drinks",123.3388,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2972.1312
"DRZ11",8.85,"Regular",0.113302223,"Soft Drinks",125.1388,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1114.5492
"DRZ24",7.535,"Low Fat",0,"Soft Drinks",121.644,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1557.972
"DRZ24",12.857645184136201,"Low Fat",0,"Soft Drinks",121.044,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2396.88
"DRZ24",7.535,"Low Fat",0.081787519,"Soft Drinks",120.844,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2157.192
"DRZ24",7.535,"Low Fat",0.082250143,"Soft Drinks",118.344,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3115.944
"FDA01",12.857645184136201,"Regular",0.054114924,"Canned",58.4904,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1054.6272
"FDA01",15,"Regular",0.054378253,"Canned",59.1904,"OUT046",1997,"Small","Tier 1","Supermarket Type1",527.3136
"FDA01",15,"Regular",0.054488534,"Canned",57.5904,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",468.7232
"FDA01",15,"Regular",0.054599767,"Canned",59.4904,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",644.4944
"FDA01",15,"Regular",0.091018048,"Canned",60.2904,"OUT010",1998,"Medium","Tier 3","Grocery Store",117.1808
"FDA02",14,"Regular",0.029697925,"Dairy",143.0786,"OUT013",1987,"High","Tier 3","Supermarket Type1",3178.5292
"FDA02",14,"Regular",0.029722659,"Dairy",143.4786,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1589.2646
"FDA02",14,"Regular",0.02976887,"Dairy",145.4786,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1300.3074
"FDA02",14,"Regular",0.029843736,"Dairy",143.9786,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",866.8716
"FDA02",12.857645184136201,"Regular",0.052040539,"Dairy",143.1786,"OUT019",1985,"Small","Tier 1","Grocery Store",288.9572
"FDA03",18.5,"Regular",0,"Dairy",144.2102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2041.3428
"FDA03",12.857645184136201,"Regular",0.045243613,"Dairy",146.8102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3499.4448
"FDA03",18.5,"Regular",0.045425939,"Dairy",144.9102,"OUT013",1987,"High","Tier 3","Supermarket Type1",1895.5326
"FDA03",18.5,"Regular",0.045463773,"Dairy",144.1102,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2187.153
"FDA03",18.5,"Regular",0.045534457,"Dairy",146.3102,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3645.255
"FDA03",18.5,"Regular",0.076097035,"Dairy",145.8102,"OUT010",1998,"Medium","Tier 3","Grocery Store",291.6204
"FDA04",12.857645184136201,"Regular",0.066406853,"Frozen Foods",259.7962,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5697.9164
"FDA04",11.3,"Regular",0.066729996,"Frozen Foods",257.2962,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4920.9278
"FDA04",11.3,"reg",0.067001825,"Frozen Foods",259.1962,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5438.9202
"FDA04",11.3,"Regular",0.067107448,"Frozen Foods",258.1962,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4402.9354
"FDA07",7.55,"Regular",0.030918873,"Fruits and Vegetables",123.9072,"OUT013",1987,"High","Tier 3","Supermarket Type1",1102.5648
"FDA07",7.55,"Regular",0.030938774,"Fruits and Vegetables",121.0072,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2082.6224
"FDA07",7.55,"Regular",0.030992735,"Fruits and Vegetables",124.3072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2695.1584
"FDA07",7.55,"Regular",0.031007381,"Fruits and Vegetables",123.4072,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2082.6224
"FDA07",7.55,"Regular",0.051794958,"Fruits and Vegetables",122.6072,"OUT010",1998,"Medium","Tier 3","Grocery Store",122.5072
"FDA08",11.85,"Regular",0.050043472,"Fruits and Vegetables",164.6526,"OUT013",1987,"High","Tier 3","Supermarket Type1",2137.8838
"FDA08",11.85,"Regular",0.050085152,"Fruits and Vegetables",164.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1315.6208
"FDA08",11.85,"Regular",0.050186726,"Fruits and Vegetables",164.1526,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3124.5994
"FDA08",11.85,"Regular",0.050368454,"Fruits and Vegetables",163.8526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1808.9786
"FDA08",12.857645184136201,"Regular",0.087692636,"Fruits and Vegetables",162.5526,"OUT019",1985,"Small","Tier 1","Grocery Store",328.9052
"FDA09",13.35,"Regular",0.149669322,"Snack Foods",180.266,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",898.83
"FDA09",13.35,"Regular",0.149974858,"Snack Foods",179.766,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5932.278
"FDA09",13.35,"Regular",0.15021128,"Snack Foods",179.066,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2696.49
"FDA10",20.35,"Low Fat",0,"Snack Foods",120.9072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1470.0864
"FDA10",20.35,"Low Fat",0.142393712,"Snack Foods",122.7072,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1470.0864
"FDA10",20.35,"Low Fat",0.142618182,"Snack Foods",123.2072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1225.072
"FDA11",12.857645184136201,"low fat",0.043029436,"Baking Goods",94.7436,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1701.7848
"FDA11",7.75,"Low Fat",0.043238822,"Baking Goods",92.5436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1701.7848
"FDA11",7.75,"LF",0.043326511,"Baking Goods",95.6436,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1134.5232
"FDA11",7.75,"Low Fat",0.043414959,"Baking Goods",93.1436,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1418.154
"FDA13",12.857645184136201,"Low Fat",0.078174543,"Canned",39.9506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",721.0614
"FDA13",15.85,"Low Fat",0.07867708,"Canned",37.8506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",341.5554
"FDA13",15.85,"Low Fat",0.07871426,"Canned",37.2506,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",493.3578
"FDA13",15.85,"Low Fat",0.078874948,"Canned",37.4506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",303.6048
"FDA13",15.85,"Low Fat",0.078999287,"Canned",38.6506,"OUT017",2007,"Small","Tier 2","Supermarket Type1",759.012
"FDA14",16.1,"Low Fat",0.065183228,"Dairy",148.076,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1464.76
"FDA14",12.857645184136201,"Low Fat",0.114127418,"Dairy",147.176,"OUT019",1985,"Small","Tier 1","Grocery Store",585.904
"FDA15",12.857645184136201,"Low Fat",0.015944801,"Dairy",249.5092,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6474.2392
"FDA15",9.3,"Low Fat",0.01601936,"Dairy",248.5092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6474.2392
"FDA15",9.3,"Low Fat",0.016047301,"Dairy",249.8092,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3735.138
"FDA15",9.3,"Low Fat",0.016054884,"Dairy",250.2092,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",5976.2208
"FDA15",9.3,"Low Fat",0.016087659,"Dairy",249.6092,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5976.2208
"FDA15",9.3,"LF",0.016113019,"Dairy",248.8092,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5976.2208
"FDA16",6.695,"Low Fat",0,"Frozen Foods",219.4456,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3094.6384
"FDA16",12.857645184136201,"Low Fat",0.033777629,"Frozen Foods",222.8456,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7073.4592
"FDA16",6.695,"Low Fat",0.033935576,"Frozen Foods",221.9456,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2210.456
"FDA16",6.695,"Low Fat",0.03408026,"Frozen Foods",220.8456,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",5084.0488
"FDA19",12.857645184136201,"Low Fat",0,"Fruits and Vegetables",126.6994,"OUT019",1985,"Small","Tier 1","Grocery Store",256.9988
"FDA19",7.52,"LF",0.055081623,"Fruits and Vegetables",128.8994,"OUT013",1987,"High","Tier 3","Supermarket Type1",2055.9904
"FDA19",7.52,"Low Fat",0.055127499,"Fruits and Vegetables",128.2994,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3983.4814
"FDA19",7.52,"Low Fat",0.092272132,"Fruits and Vegetables",128.7994,"OUT010",1998,"Medium","Tier 3","Grocery Store",128.4994
"FDA20",12.857645184136201,"Low Fat",0.066298469,"Fruits and Vegetables",186.824,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6338.416
"FDA20",6.78,"Low Fat",0.066565644,"Fruits and Vegetables",185.324,"OUT013",1987,"High","Tier 3","Supermarket Type1",3914.904
"FDA20",6.78,"Low Fat",0.066608487,"Fruits and Vegetables",184.624,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5406.296
"FDA20",6.78,"Low Fat",0.066724663,"Fruits and Vegetables",187.724,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1491.392
"FDA20",6.78,"Low Fat",0.066892471,"Fruits and Vegetables",186.424,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1304.968
"FDA21",13.65,"Low Fat",0.03596071,"Snack Foods",186.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1665.8316
"FDA21",13.65,"Low Fat",0.036033639,"Snack Foods",183.7924,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2591.2936
"FDA22",12.857645184136201,"Low Fat",0,"Starchy Foods",167.5158,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4345.0108
"FDA22",7.435,"Low Fat",0.084436394,"Starchy Foods",168.6158,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4512.1266
"FDA23",12.857645184136201,"Low Fat",0.046958533,"Baking Goods",101.3016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2327.6368
"FDA23",9.8,"Low Fat",0.047178116,"Baking Goods",99.4016,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2428.8384
"FDA23",9.8,"Low Fat",0.047187038,"Baking Goods",100.6016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1619.2256
"FDA23",9.8,"Low Fat",0.047260402,"Baking Goods",102.8016,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1922.8304
"FDA23",9.8,"LF",0.047453947,"Baking Goods",101.7016,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1518.024
"FDA25",16.5,"Regular",0.068112874,"Canned",104.599,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2889.572
"FDA25",16.5,"Regular",0.068125756,"Canned",101.199,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1031.99
"FDA25",16.5,"Regular",0.068403271,"Canned",101.999,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",619.194
"FDA26",7.855,"Regular",0,"Dairy",220.1482,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4600.0122
"FDA26",12.857645184136201,"Regular",0.073562475,"Dairy",217.6482,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3285.723
"FDA26",7.855,"Regular",0.073858923,"Dairy",218.6482,"OUT013",1987,"High","Tier 3","Supermarket Type1",3723.8194
"FDA26",7.855,"Regular",0.073906461,"Dairy",218.4482,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4819.0604
"FDA27",20.35,"Regular",0.030927632,"Dairy",256.8672,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3579.3408
"FDA27",20.35,"Regular",0.030975716,"Dairy",253.9672,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3068.0064
"FDA27",20.35,"Regular",0.030990354,"Dairy",256.3672,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1022.6688
"FDA27",20.35,"Regular",0.031102571,"Dairy",257.2672,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2045.3376
"FDA28",16.1,"Regular",0.047792845,"Frozen Foods",126.1362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3271.7412
"FDA28",16.1,"Regular",0.047801883,"Frozen Foods",127.4362,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2265.0516
"FDA28",16.1,"Regular",0.047996608,"Frozen Foods",127.0362,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1384.1982
"FDA28",16.1,"Regular",0.04807227,"Frozen Foods",126.5362,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1761.7068
"FDA28",16.1,"Regular",0.080010553,"Frozen Foods",124.2362,"OUT010",1998,"Small","Tier 3","Grocery Store",377.5086
"FDA31",7.1,"Low Fat",0.109990885,"Fruits and Vegetables",172.908,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2769.728
"FDA31",7.1,"Low Fat",0.110234793,"Fruits and Vegetables",171.708,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3115.944
"FDA31",7.1,"Low Fat",0.110633958,"Fruits and Vegetables",173.808,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1211.756
"FDA32",14,"LF",0,"Fruits and Vegetables",216.9192,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6471.576
"FDA32",14,"Low Fat",0.030094192,"Fruits and Vegetables",215.7192,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1078.596
"FDA32",14,"Low Fat",0.030140981,"Fruits and Vegetables",216.0192,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2588.6304
"FDA32",14,"Low Fat",0.030155224,"Fruits and Vegetables",214.7192,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3020.0688
"FDA32",14,"Low Fat",0.030216783,"Fruits and Vegetables",216.6192,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3020.0688
"FDA32",12.857645184136201,"LF",0.052691046,"Fruits and Vegetables",216.3192,"OUT019",1985,"Small","Tier 1","Grocery Store",215.7192
"FDA33",6.48,"Low Fat",0.033899898,"Snack Foods",146.9076,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2956.152
"FDA33",6.48,"Low Fat",0.033968647,"Snack Foods",148.0076,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",886.8456
"FDA34",12.857645184136201,"Low Fat",0.014788594,"Starchy Foods",174.408,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7443.644
"FDA34",11.5,"Low Fat",0.01484819,"Starchy Foods",172.108,"OUT013",1987,"High","Tier 3","Supermarket Type1",2077.296
"FDA34",11.5,"Low Fat",0.014944614,"Starchy Foods",171.808,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",5712.564
"FDA35",14.85,"Regular",0.053837561,"Baking Goods",120.8072,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4287.752
"FDA35",14.85,"Regular",0.053921264,"Baking Goods",123.0072,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1960.1152
"FDA36",12.857645184136201,"Low Fat",0.005638944,"Baking Goods",184.9924,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3146.5708
"FDA36",5.985,"Low Fat",0.005661669,"Baking Goods",186.5924,"OUT013",1987,"High","Tier 3","Supermarket Type1",2591.2936
"FDA36",5.985,"Low Fat",0.005677876,"Baking Goods",184.8924,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1665.8316
"FDA36",12.857645184136201,"Low Fat",0.009921107,"Baking Goods",183.6924,"OUT019",1985,"Small","Tier 1","Grocery Store",555.2772
"FDA37",7.81,"Regular",0.055216312,"Canned",125.5046,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3237.1196
"FDA37",7.81,"Regular",0.055226755,"Canned",123.1046,"OUT046",1997,"Small","Tier 1","Supermarket Type1",871.5322
"FDA37",7.81,"Regular",0.055451725,"Canned",122.6046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2365.5874
"FDA38",5.44,"Low Fat",0.025519534,"Dairy",238.7538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3605.307
"FDA38",5.44,"Low Fat",0.025583714,"Dairy",239.1538,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",480.7076
"FDA38",12.857645184136201,"Low Fat",0.04461205,"Dairy",241.1538,"OUT019",1985,"Small","Tier 1","Grocery Store",480.7076
"FDA39",6.32,"LF",0,"Meat",40.2822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.1838
"FDA39",12.857645184136201,"LF",0.012656359,"Meat",37.8822,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1021.3372
"FDA39",6.32,"Low Fat",0.012707362,"Meat",41.0822,"OUT013",1987,"High","Tier 3","Supermarket Type1",942.7728
"FDA39",6.32,"Low Fat",0.012717946,"Meat",40.2822,"OUT046",1997,"Small","Tier 1","Supermarket Type1",628.5152
"FDA39",6.32,"Low Fat",0.012737719,"Meat",38.5822,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",353.5398
"FDA39",6.32,"Low Fat",0.012769753,"Meat",39.9822,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",78.5644
"FDA39",6.32,"Low Fat",0.021287234,"Meat",38.5822,"OUT010",1998,"High","Tier 3","Grocery Store",78.5644
"FDA40",16,"Regular",0.099188598,"Frozen Foods",88.9856,"OUT013",1987,"High","Tier 3","Supermarket Type1",1669.8264
"FDA40",16,"Regular",0.099252438,"Frozen Foods",87.4856,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1054.6272
"FDA40",16,"Regular",0.09942555,"Frozen Foods",87.0856,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",527.3136
"FDA43",12.857645184136201,"Low Fat",0.064362554,"Fruits and Vegetables",193.7794,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4876.985
"FDA43",10.895,"Low Fat",0.064621927,"Fruits and Vegetables",196.6794,"OUT013",1987,"High","Tier 3","Supermarket Type1",1170.4764
"FDA43",10.895,"Low Fat",0.064939211,"Fruits and Vegetables",194.1794,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2340.9528
"FDA43",10.895,"Low Fat",0.065041581,"Fruits and Vegetables",196.3794,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3121.2704
"FDA44",12.857645184136201,"Low Fat",0.052964982,"Fruits and Vegetables",57.793,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1754.383
"FDA44",19.7,"Low Fat",0.053178425,"Fruits and Vegetables",55.993,"OUT013",1987,"High","Tier 3","Supermarket Type1",905.488
"FDA44",19.7,"Low Fat",0.053212652,"Fruits and Vegetables",57.893,"OUT035",2004,"Small","Tier 2","Supermarket Type1",622.523
"FDA44",19.7,"Low Fat",0.053330653,"Fruits and Vegetables",56.793,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",848.895
"FDA44",19.7,"Low Fat",0.053523765,"Fruits and Vegetables",55.393,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1471.418
"FDA44",19.7,"Low Fat",0.089083914,"Fruits and Vegetables",54.593,"OUT010",1998,"Medium","Tier 3","Grocery Store",56.593
"FDA45",12.857645184136201,"Low Fat",0.154627247,"Snack Foods",177.637,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5469.547
"FDA45",21.25,"Low Fat",0.155350299,"Snack Foods",178.237,"OUT035",2004,"Small","Tier 2","Supermarket Type1",529.311
"FDA46",12.857645184136201,"Low Fat",0.117065801,"Snack Foods",196.1136,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6026.8216
"FDA46",13.6,"Low Fat",0.117537563,"Snack Foods",195.4136,"OUT013",1987,"High","Tier 3","Supermarket Type1",5443.5808
"FDA46",13.6,"Low Fat",0.117874024,"Snack Foods",193.6136,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4471.5128
"FDA46",13.6,"low fat",0.11830085,"Snack Foods",196.2136,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",1944.136
"FDA47",10.5,"Regular",0,"Baking Goods",162.421,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1304.968
"FDA47",12.857645184136201,"Regular",0.116108797,"Baking Goods",164.121,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6035.477
"FDA47",10.5,"Regular",0.116576702,"Baking Goods",163.121,"OUT013",1987,"High","Tier 3","Supermarket Type1",1794.331
"FDA47",10.5,"Regular",0.116673795,"Baking Goods",161.721,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3588.662
"FDA47",10.5,"Regular",0.117149075,"Baking Goods",164.121,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1794.331
"FDA48",12.1,"Low Fat",0.11487406,"Baking Goods",221.4114,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5099.3622
"FDA49",12.857645184136201,"Low Fat",0.064607378,"Canned",87.4198,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2267.7148
"FDA49",19.7,"Low Fat",0.064909488,"Canned",88.5198,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1308.297
"FDA49",19.7,"Low Fat",0.064921764,"Canned",88.1198,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1744.396
"FDA49",19.7,"LF",0.0650227,"Canned",87.0198,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",697.7584
"FDA49",19.7,"Low Fat",0.108665723,"Canned",86.4198,"OUT010",1998,"Small","Tier 3","Grocery Store",87.2198
