"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"FDC34",16,"Regular",0.173109453,"Snack Foods",155.2972,"OUT045",2002,,"Tier 2","Supermarket Type1",3894.93
"FDC35",7.435,"Low Fat",0.123338082,"Starchy Foods",206.1638,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1656.5104
"FDC38",15.7,"Low Fat",0.122392031,"Canned",133.1942,"OUT013",1987,"High","Tier 3","Supermarket Type1",2782.3782
"FDC38",15.7,"Low Fat",0.122684413,"Canned",132.2942,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2252.4014
"FDC38",15.7,"Low Fat",0.122742389,"Canned",134.2942,"OUT045",2002,,"Tier 2","Supermarket Type1",1192.4478
"FDC39",7.405,"Low Fat",0,"Dairy",205.7296,"OUT017",2007,,"Tier 2","Supermarket Type1",4570.0512
"FDC39",7.405,"Low Fat",0.159843921,"Dairy",206.6296,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3115.944
"FDC40",16,"Regular",0.065009745,"Dairy",79.5986,"OUT013",1987,"High","Tier 3","Supermarket Type1",934.7832
"FDC40",16,"Regular",0.065165046,"Dairy",79.3986,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",856.8846
"FDC41",15.6,"Low Fat",0.116815953,"Frozen Foods",75.567,"OUT013",1987,"High","Tier 3","Supermarket Type1",1684.474
"FDC41",15.6,"Low Fat",0.116913245,"Frozen Foods",78.167,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1837.608
"FDC44",,"Low Fat",0.171761077,"Fruits and Vegetables",115.7518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5351.0346
"FDC44",15.6,"Low Fat",0.173573164,"Fruits and Vegetables",114.4518,"OUT017",2007,,"Tier 2","Supermarket Type1",2390.8878
"FDC46",17.7,"Low Fat",0.116542484,"Snack Foods",182.6266,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3504.1054
"FDC47",15,"Low Fat",0.118791698,"Snack Foods",229.9694,"OUT013",1987,"High","Tier 3","Supermarket Type1",4339.0186
"FDC47",,"Low Fat",0.208162156,"Snack Foods",228.1694,"OUT019",1985,"Small","Tier 1","Grocery Store",228.3694
"FDC50",15.85,"Low Fat",0.136497913,"Canned",96.3094,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2856.282
"FDC50",15.85,"Low Fat",0.13727,"Canned",94.4094,"OUT017",2007,,"Tier 2","Supermarket Type1",1904.188
"FDC51",10.895,"Regular",0.009613854,"Dairy",122.973,"OUT013",1987,"High","Tier 3","Supermarket Type1",1231.73
"FDC51",10.895,"Regular",0.009620042,"Dairy",121.673,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1970.768
"FDC51",10.895,"Regular",0.009636821,"Dairy",121.873,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2463.46
"FDC51",10.895,"Regular",0.009676286,"Dairy",122.873,"OUT017",2007,,"Tier 2","Supermarket Type1",3448.844
"FDC52",11.15,"Regular",0.00827301,"Dairy",150.4708,"OUT013",1987,"High","Tier 3","Supermarket Type1",1956.1204
"FDC52",11.15,"Regular",0.008326735,"Dairy",149.9708,"OUT017",2007,,"Tier 2","Supermarket Type1",1956.1204
"FDC53",8.68,"Low Fat",0.008835694,"Frozen Foods",96.5384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1182.4608
"FDC57",,"Regular",0.095587976,"Fruits and Vegetables",193.982,"OUT019",1985,"Small","Tier 1","Grocery Store",579.246
"FDC58",10.195,"Low Fat",0.041907414,"Snack Foods",43.8428,"OUT013",1987,"High","Tier 3","Supermarket Type1",175.7712
"FDC58",10.195,"Low Fat",0.041934387,"Snack Foods",44.6428,"OUT035",2004,"Small","Tier 2","Supermarket Type1",615.1992
"FDC59",16.7,"Regular",0.054851438,"Starchy Foods",64.4168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",830.9184
"FDC59",16.7,"reg",0.091437584,"Starchy Foods",64.3168,"OUT010",1998,,"Tier 3","Grocery Store",127.8336
"FDD02",16.6,"Low Fat",0.050369191,"Canned",117.2124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1422.1488
"FDD03",13.3,"Low Fat",0.079791176,"Dairy",232.73,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2796.36
"FDD04",16,"Low Fat",0.08989642,"Dairy",143.4154,"OUT013",1987,"High","Tier 3","Supermarket Type1",1985.4156
"FDD08",,"Low Fat",0.035183156,"Fruits and Vegetables",37.8506,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",417.4566
"FDD08",8.3,"Low Fat",0.035347676,"Fruits and Vegetables",38.0506,"OUT035",2004,"Small","Tier 2","Supermarket Type1",531.3084
"FDD08",8.3,"Low Fat",0.035409328,"Fruits and Vegetables",36.2506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",834.9132
"FDD08",8.3,"Low Fat",0.03549838,"Fruits and Vegetables",36.6506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",455.4072
"FDD10",20.6,"reg",0.046208155,"Snack Foods",178.0344,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1605.9096
"FDD11",,"Low Fat",0.03046847,"Starchy Foods",254.704,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3036.048
"FDD11",12.85,"Low Fat",0.030591255,"Starchy Foods",251.404,"OUT013",1987,"High","Tier 3","Supermarket Type1",2277.036
"FDD14",20.7,"Low Fat",0.169667145,"Canned",183.5266,"OUT013",1987,"High","Tier 3","Supermarket Type1",4426.2384
"FDD14",20.7,"Low Fat",0.169776346,"Canned",184.4266,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3688.532
"FDD14",20.7,"Low Fat",0.170072462,"Canned",183.8266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1844.266
"FDD14",,"LF",0.297312685,"Canned",185.4266,"OUT019",1985,"Small","Tier 1","Grocery Store",368.8532
"FDD20",14.15,"LF",0.020798905,"Fruits and Vegetables",123.6046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1245.046
"FDD21",10.3,"Regular",0,"Fruits and Vegetables",115.7176,"OUT017",2007,,"Tier 2","Supermarket Type1",1717.764
"FDD26",8.71,"Regular",0.072155462,"Canned",183.3924,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3146.5708
"FDD26",8.71,"Regular",0.072301795,"Canned",185.6924,"OUT045",2002,,"Tier 2","Supermarket Type1",3331.6632
"FDD28",10.695,"Low Fat",0.05337973,"Frozen Foods",56.7904,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1113.2176
"FDD29",12.15,"Low Fat",0.018439138,"Frozen Foods",254.7698,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",5073.396
"FDD29",12.15,"Low Fat",0.018485511,"Frozen Foods",253.1698,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1522.0188
"FDD29",12.15,"Low Fat",0.030815427,"Frozen Foods",252.0698,"OUT010",1998,,"Tier 3","Grocery Store",1014.6792
"FDD33",12.85,"Low Fat",0.108102606,"Fruits and Vegetables",233.3642,"OUT013",1987,"High","Tier 3","Supermarket Type1",3950.1914
"FDD33",12.85,"Low Fat",0.108633372,"Fruits and Vegetables",233.8642,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2323.642
"FDD34",7.945,"Low Fat",0.015873285,"Snack Foods",161.321,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2773.057
"FDD34",7.945,"Low Fat",0.015900971,"Snack Foods",163.821,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1794.331
"FDD35",12.15,"LF",0.025842905,"Starchy Foods",119.844,"OUT013",1987,"High","Tier 3","Supermarket Type1",599.22
"FDD36",,"Low Fat",0.021170542,"Baking Goods",117.6124,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2251.7356
"FDD36",13.3,"LF",0.021306635,"Baking Goods",119.8124,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1896.1984
"FDD36",13.3,"Low Fat",0.02136022,"Baking Goods",120.4124,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1777.686
"FDD38",16.75,"Regular",0.008184912,"Canned",101.2674,"OUT013",1987,"High","Tier 3","Supermarket Type1",1528.011
"FDD38",16.75,"Regular",0.008191729,"Canned",103.5674,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1629.8784
"FDD39",16.7,"Low Fat",0.070154899,"Dairy",218.185,"OUT046",1997,"Small","Tier 1","Supermarket Type1",5193.24
"FDD40",20.25,"Regular",0.014793357,"Dairy",191.5162,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3078.6592
"FDD41",6.765,"Regular",0.087187488,"Frozen Foods",105.5306,"OUT013",1987,"High","Tier 3","Supermarket Type1",1567.959
"FDD41",6.765,"Regular",0.087437069,"Frozen Foods",106.1306,"OUT045",2002,,"Tier 2","Supermarket Type1",1672.4896
"FDD41",6.765,"Regular",0.087753682,"Frozen Foods",105.3306,"OUT017",2007,,"Tier 2","Supermarket Type1",2090.612
"FDD44",8.05,"Regular",0,"Fruits and Vegetables",257.5646,"OUT013",1987,"High","Tier 3","Supermarket Type1",5153.292
"FDD44",8.05,"Regular",0.07838564,"Fruits and Vegetables",256.4646,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5153.292
"FDD45",8.615,"Low Fat",0.116226984,"Fruits and Vegetables",95.9436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2741.7644
"FDD46",,"Low Fat",0.140571971,"Snack Foods",154.7998,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3383.5956
"FDD46",6.035,"Low Fat",0.236433601,"Snack Foods",155.5998,"OUT010",1998,,"Tier 3","Grocery Store",153.7998
"FDD47",7.6,"Regular",0.142292265,"Starchy Foods",171.3448,"OUT013",1987,"High","Tier 3","Supermarket Type1",3238.4512
"FDD47",7.6,"Regular",0.142410775,"Starchy Foods",171.9448,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3749.7856
"FDD48",10.395,"Low Fat",0.030219852,"Baking Goods",114.7176,"OUT045",2002,,"Tier 2","Supermarket Type1",2748.4224
"FDD50",,"Low Fat",0.14095631,"Canned",167.7132,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3889.6036
"FDD50",18.85,"Low Fat",0.141615436,"Canned",169.0132,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1860.2452
"FDD50",18.85,"Low Fat",0.141642219,"Canned",168.1132,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2874.9244
"FDD50",18.85,"Low Fat",0.141862435,"Canned",171.0132,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4396.9432
"FDD51",11.15,"LF",0.119930029,"Dairy",44.2744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",588.5672
"FDD52",,"Regular",0.182407266,"Dairy",109.157,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1867.569
"FDD52",18.25,"Regular",0.183579854,"Dairy",110.857,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1977.426
"FDD52",18.25,"Regular",0.184041545,"Dairy",110.157,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1867.569
"FDD53",16.2,"Low Fat",0.044291251,"Frozen Foods",43.3454,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",503.3448
"FDD53",16.2,"Low Fat",0.044472637,"Frozen Foods",43.3454,"OUT017",2007,,"Tier 2","Supermarket Type1",922.7988
"FDD53",,"Low Fat",0.077427883,"Frozen Foods",41.8454,"OUT019",1985,"Small","Tier 1","Grocery Store",41.9454
"FDD56",15.2,"Regular",0.10377827,"Fruits and Vegetables",175.6054,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2451.4756
"FDD56",15.2,"Regular",0.173703549,"Fruits and Vegetables",175.8054,"OUT010",1998,,"Tier 3","Grocery Store",1050.6324
"FDD57",18.1,"LF",0.022380952,"Fruits and Vegetables",93.6094,"OUT013",1987,"High","Tier 3","Supermarket Type1",476.047
"FDD57",18.1,"Low Fat",0.022526293,"Fruits and Vegetables",95.0094,"OUT017",2007,,"Tier 2","Supermarket Type1",1713.7692
"FDD58",,"Low Fat",0.103918113,"Snack Foods",100.67,"OUT019",1985,"Small","Tier 1","Grocery Store",399.48
"FDD59",10.5,"Regular",0.066555152,"Starchy Foods",80.896,"OUT017",2007,,"Tier 2","Supermarket Type1",958.752
"FDE02",8.71,"low fat",0.121149472,"Canned",93.7778,"OUT013",1987,"High","Tier 3","Supermarket Type1",1783.6782
"FDE02",8.71,"Low Fat",0.121250374,"Canned",92.7778,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1032.6558
"FDE02",8.71,"Low Fat",0.121936216,"Canned",94.4778,"OUT017",2007,,"Tier 2","Supermarket Type1",2628.5784
"FDE02",,"Low Fat",0.212293753,"Canned",92.2778,"OUT019",1985,"Small","Tier 1","Grocery Store",469.389
"FDE04",19.75,"Regular",0.018008071,"Frozen Foods",180.466,"OUT013",1987,"High","Tier 3","Supermarket Type1",3415.554
"FDE04",19.75,"Regular",0.030166924,"Frozen Foods",179.766,"OUT010",1998,,"Tier 3","Grocery Store",719.064
"FDE05",,"Regular",0.032296886,"Frozen Foods",144.0102,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5394.9774
"FDE08",18.2,"Low Fat",0.049396364,"Fruits and Vegetables",146.4734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3563.3616
"FDE08",18.2,"Low Fat",0.049520593,"Fruits and Vegetables",147.3734,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2375.5744
"FDE08",18.2,"Low Fat",0.082551042,"Fruits and Vegetables",147.3734,"OUT010",1998,,"Tier 3","Grocery Store",296.9468
"FDE09",8.775,"Low Fat",0.021647195,"Fruits and Vegetables",109.5228,"OUT045",2002,,"Tier 2","Supermarket Type1",994.7052
"FDE10",6.67,"Regular",0.09031453,"Snack Foods",130.5626,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1180.4634
"FDE11",,"Regular",0.23653561,"Starchy Foods",184.1924,"OUT019",1985,"Small","Tier 1","Grocery Store",185.0924
"FDE14",13.65,"Regular",0.031418984,"Canned",99.27,"OUT013",1987,"High","Tier 3","Supermarket Type1",2596.62
"FDE17",20.1,"Regular",0,"Frozen Foods",152.2366,"OUT010",1998,,"Tier 3","Grocery Store",151.1366
"FDE17",20.1,"Regular",0.054410179,"Frozen Foods",151.3366,"OUT013",1987,"High","Tier 3","Supermarket Type1",2720.4588
"FDE17",20.1,"Regular",0.054445198,"Frozen Foods",151.7366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4836.3712
"FDE17",20.1,"Regular",0.054455495,"Frozen Foods",149.5366,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2871.5954
"FDE20",11.35,"Regular",0.005525913,"Fruits and Vegetables",168.279,"OUT013",1987,"High","Tier 3","Supermarket Type1",2376.906
"FDE21",12.8,"Low Fat",0.022980361,"Fruits and Vegetables",117.7492,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1274.3412
"FDE21",12.8,"Low Fat",0.02299122,"Fruits and Vegetables",114.9492,"OUT045",2002,,"Tier 2","Supermarket Type1",1737.738
"FDE23",17.6,"Regular",0.053288857,"Starchy Foods",47.306,"OUT045",2002,,"Tier 2","Supermarket Type1",605.878
"FDE24",14.85,"Low Fat",0.093991286,"Baking Goods",140.9812,"OUT017",2007,,"Tier 2","Supermarket Type1",3277.0676
"FDE28",9.5,"Regular",0,"Frozen Foods",231.3668,"OUT013",1987,"High","Tier 3","Supermarket Type1",5759.17
"FDE28",9.5,"Regular",0.221856492,"Frozen Foods",231.8668,"OUT010",1998,,"Tier 3","Grocery Store",230.3668
"FDE29",8.905,"Low Fat",0.143351652,"Frozen Foods",62.0878,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",302.939
"FDE32",20.7,"Low Fat",0.04875891,"Fruits and Vegetables",37.3506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",834.9132
"FDE32",20.7,"Low Fat",0.048957533,"Fruits and Vegetables",37.8506,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",265.6542
"FDE32",20.7,"Low Fat",0.04903471,"Fruits and Vegetables",39.9506,"OUT017",2007,,"Tier 2","Supermarket Type1",872.8638
"FDE33",,"Regular",0.049395242,"Fruits and Vegetables",80.3644,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1885.5456
"FDE33",19.35,"Regular",0.083079826,"Fruits and Vegetables",80.3644,"OUT010",1998,,"Tier 3","Grocery Store",157.1288
"FDE33",,"Regular",0.086905536,"Fruits and Vegetables",78.8644,"OUT019",1985,"Small","Tier 1","Grocery Store",314.2576
"FDE34",9.195,"Low Fat",0.108330902,"Snack Foods",183.6634,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2726.451
"FDE35",7.06,"Regular",0.043968652,"Starchy Foods",57.6904,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",585.904
"FDE36",5.26,"Regular",0.041764487,"Baking Goods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3275.736
"FDE38",,"Low Fat",0.044391149,"Canned",164.3842,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4476.1734
"FDE39",7.89,"Low Fat",0.036127671,"Dairy",117.4782,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2026.0294
"FDE40",15.6,"Regular",0,"Dairy",62.4194,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",804.9522
"FDE40",15.6,"Regular",0.099344826,"Dairy",63.6194,"OUT045",2002,,"Tier 2","Supermarket Type1",743.0328
"FDE40",,"Regular",0.173587926,"Dairy",60.0194,"OUT019",1985,"Small","Tier 1","Grocery Store",123.8388
"FDE41",9.195,"Regular",0.064002068,"Frozen Foods",85.5566,"OUT035",2004,"Small","Tier 2","Supermarket Type1",930.1226
"FDE41",9.195,"Regular",0.064014173,"Frozen Foods",83.3566,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1437.4622
"FDE41",9.195,"Regular",0.064113698,"Frozen Foods",86.5566,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1183.7924
"FDE41",9.195,"Regular",0.064143995,"Frozen Foods",85.9566,"OUT045",2002,,"Tier 2","Supermarket Type1",1691.132
"FDE44",14.65,"Low Fat",0,"Fruits and Vegetables",49.7692,"OUT045",2002,,"Tier 2","Supermarket Type1",837.5764
"FDE45",,"Low Fat",0.070660449,"Fruits and Vegetables",180.4002,"OUT019",1985,"Small","Tier 1","Grocery Store",716.4008
"FDE46",18.6,"Low Fat",0.01575657,"Snack Foods",153.1366,"OUT013",1987,"High","Tier 3","Supermarket Type1",3173.8686
"FDE51",,"Regular",0.096000183,"Dairy",43.7086,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1293.6494
"FDE51",5.925,"Regular",0.09644909,"Dairy",43.8086,"OUT035",2004,"Small","Tier 2","Supermarket Type1",312.2602
"FDE51",5.925,"Regular",0.097012989,"Dairy",42.9086,"OUT017",2007,,"Tier 2","Supermarket Type1",758.3462
"FDE51",5.925,"Regular",0.161466534,"Dairy",45.5086,"OUT010",1998,,"Tier 3","Grocery Store",178.4344
"FDE52",,"Regular",0.02974207,"Dairy",88.9514,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3453.5046
"FDE53",10.895,"Low Fat",0.044991876,"Frozen Foods",107.228,"OUT010",1998,,"Tier 3","Grocery Store",426.112
"FDE57",,"Low Fat",0.036109413,"Fruits and Vegetables",140.6154,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4538.0928
"FDE57",9.6,"Low Fat",0.036490369,"Fruits and Vegetables",140.8154,"OUT017",2007,,"Tier 2","Supermarket Type1",1843.6002
"FDE59",12.15,"Low Fat",0.062640143,"Starchy Foods",36.6532,"OUT017",2007,,"Tier 2","Supermarket Type1",251.6724
"FDF02",16.2,"Low Fat",0.103894671,"Canned",101.299,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1857.582
"FDF04",17.5,"LF",0.013658248,"Frozen Foods",256.3304,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6199.9296
"FDF04",17.5,"LF",0.013692598,"Frozen Foods",259.7304,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3616.6256
"FDF04",,"Low Fat",0.023876708,"Frozen Foods",258.6304,"OUT019",1985,"Small","Tier 1","Grocery Store",516.6608
"FDF05",17.5,"Low Fat",0.02687089,"Frozen Foods",264.491,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3681.874
"FDF05",17.5,"Low Fat",0.027022883,"Frozen Foods",262.491,"OUT017",2007,,"Tier 2","Supermarket Type1",5259.82
"FDF08",14.3,"Regular",0.109144085,"Fruits and Vegetables",88.2856,"OUT010",1998,,"Tier 3","Grocery Store",175.7712
"FDF09",,"Low Fat",0.012090074,"Fruits and Vegetables",38.2848,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",484.7024
"FDF10",15.5,"Regular",0,"Snack Foods",147.2418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1324.2762
"FDF11",10.195,"Regular",0.017627888,"Starchy Foods",239.6538,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2403.538
"FDF11",10.195,"Regular",0.017666978,"Starchy Foods",239.4538,"OUT045",2002,,"Tier 2","Supermarket Type1",4566.7222
"FDF12",8.235,"Low Fat",0.08235926,"Baking Goods",147.6076,"OUT013",1987,"High","Tier 3","Supermarket Type1",3103.9596
"FDF12",8.235,"Low Fat",0.0828941,"Baking Goods",149.3076,"OUT017",2007,,"Tier 2","Supermarket Type1",1921.4988
"FDF14",7.55,"Low Fat",0.027164679,"Canned",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2603.278
"FDF14",7.55,"Low Fat",0.027224917,"Canned",152.934,"OUT045",2002,,"Tier 2","Supermarket Type1",2450.144
"FDF16",7.3,"Low Fat",0.086060695,"Frozen Foods",149.8076,"OUT013",1987,"High","Tier 3","Supermarket Type1",2808.3444
"FDF16",7.3,"Low Fat",0.086307051,"Frozen Foods",146.8076,"OUT045",2002,,"Tier 2","Supermarket Type1",1330.2684
"FDF20",12.85,"Low Fat",0.055603753,"Fruits and Vegetables",195.6768,"OUT010",1998,,"Tier 3","Grocery Store",394.1536
"FDF21",,"Regular",0.058542509,"Fruits and Vegetables",188.353,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4364.319
"FDF22",6.865,"Low Fat",0.056783389,"Snack Foods",214.5218,"OUT013",1987,"High","Tier 3","Supermarket Type1",2778.3834
"FDF22",6.865,"Low Fat",0.056945936,"Snack Foods",214.6218,"OUT045",2002,,"Tier 2","Supermarket Type1",1923.4962
"FDF24",,"Regular",0.02524761,"Baking Goods",81.9934,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3439.5228
"FDF26",6.825,"Regular",0.046625941,"Canned",154.9998,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3075.996
"FDF28",,"Regular",0.037681359,"Frozen Foods",125.1046,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3859.6426
"FDF28",15.7,"Regular",0.038078899,"Frozen Foods",122.9046,"OUT017",2007,,"Tier 2","Supermarket Type1",1992.0736
"FDF29",,"Regular",0.019837655,"Frozen Foods",128.131,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1687.803
"FDF29",15.1,"Regular",0.019965179,"Frozen Foods",130.531,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",908.817
"FDF32",16.35,"Low Fat",0,"Fruits and Vegetables",198.5426,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1384.1982
"FDF32",16.35,"Low Fat",0.113953562,"Fruits and Vegetables",198.2426,"OUT010",1998,,"Tier 3","Grocery Store",790.9704
"FDF34",9.3,"Regular",0.01404119,"Snack Foods",199.1084,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",396.8168
"FDF35",15,"Low Fat",0.153861181,"Starchy Foods",108.5938,"OUT013",1987,"High","Tier 3","Supermarket Type1",1393.5194
"FDF35",15,"Low Fat",0.153960209,"Starchy Foods",105.9938,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1179.1318
"FDF35",15,"Low Fat",0.154228739,"Starchy Foods",107.3938,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",750.3566
"FDF38",11.8,"Regular",0.02633607,"Canned",40.6138,"OUT013",1987,"High","Tier 3","Supermarket Type1",406.138
"FDF39",14.85,"Regular",0.019511288,"Dairy",262.591,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4996.829
"FDF39",14.85,"Regular",0.019590769,"Dairy",261.591,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2366.919
"FDF40",,"Regular",0.022403117,"Dairy",250.9092,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",8217.3036
"FDF41",12.15,"Low Fat",0.131179812,"Frozen Foods",245.246,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3202.498
"FDF41",12.15,"Low Fat",0.131921819,"Frozen Foods",246.346,"OUT017",2007,,"Tier 2","Supermarket Type1",739.038
"FDF44",7.17,"Regular",0.05997133,"Fruits and Vegetables",132.1968,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2870.9296
"FDF50",4.905,"Low Fat",0.1175683,"Canned",197.6768,"OUT045",2002,,"Tier 2","Supermarket Type1",2956.152
"FDF52",9.3,"Low Fat",0,"Frozen Foods",182.9292,"OUT017",2007,,"Tier 2","Supermarket Type1",4013.4424
"FDF52",9.3,"Low Fat",0.066918731,"Frozen Foods",184.2292,"OUT045",2002,,"Tier 2","Supermarket Type1",1641.8628
"FDF53",20.75,"Regular",0.083536989,"Frozen Foods",180.3318,"OUT013",1987,"High","Tier 3","Supermarket Type1",4149.9314
"FDF56",16.7,"Regular",0.120137953,"Fruits and Vegetables",181.2976,"OUT017",2007,,"Tier 2","Supermarket Type1",3078.6592
"FDF56",,"Regular",0.209162936,"Fruits and Vegetables",179.1976,"OUT019",1985,"Small","Tier 1","Grocery Store",543.2928
"FDF57",,"Regular",0.058542509,"Fruits and Vegetables",168.6448,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3408.896
"FDF57",14.5,"Regular",0.058827383,"Fruits and Vegetables",172.2448,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2897.5616
"FDF58",,"Low Fat",0.009534758,"Snack Foods",64.551,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1201.769
"FDF59",12.5,"Low Fat",0,"Starchy Foods",127.102,"OUT017",2007,,"Tier 2","Supermarket Type1",253.004
"FDF59",12.5,"Low Fat",0.071230537,"Starchy Foods",128.102,"OUT035",2004,"Small","Tier 2","Supermarket Type1",885.514
"FDG02",7.855,"Low Fat",0.011324862,"Canned",189.6188,"OUT017",2007,,"Tier 2","Supermarket Type1",2285.0256
"FDG04",13.1,"Low Fat",0.006061565,"Frozen Foods",188.9898,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4303.0654
"FDG04",13.1,"Low Fat",0.006075007,"Frozen Foods",187.5898,"OUT045",2002,,"Tier 2","Supermarket Type1",2432.1674
"FDG04",13.1,"Low Fat",0.006087409,"Frozen Foods",185.0898,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1870.898
"FDG05",11,"Regular",0.087847141,"Frozen Foods",156.863,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2972.797
"FDG05",11,"Regular",0.088025298,"Frozen Foods",158.063,"OUT045",2002,,"Tier 2","Supermarket Type1",2659.871
"FDG08",13.15,"Regular",0,"Fruits and Vegetables",171.9764,"OUT017",2007,,"Tier 2","Supermarket Type1",2404.8696
